"资讯ID","资讯标题","分类(以|分割)","关键词(以,分割)"
"76886","惊险！爸爸出门前帮孩子喷这东西，竟引发爆燃！",,
"76888","广东省应急管理厅公布安全生产违法行为“一案双罚”十大典型案例（三）",,
"76891","广东省应急管理厅公布安全生产违法行为“一案双罚”十大典型案例（四）",,
"76894","广东省应急管理厅公布安全生产违法行为“一案双罚”十大典型案例（五）",,
"76897","煤气罐泄漏遇炉火引燃化火龙冲出","消防安全|居家安全",
"76898","警惕大货车“吃人”事件！现场令人心惊……",,
"76900","每日一安",,
"76902","车祸猛于虎，请谨慎驾驶！",,
"76904","8月16日深圳无本土新增病例",,
"76906","热射病，不得不防的“高温杀手”！",,
"76910","构建水利安全生产风险管控“六项机制” 的实施意见","政策规定",
"76911","图说｜“十四五”水安全保障规划","应急管理",
"76912","邀您加入深圳市“应急第一响应人”，共同守护美好家园！",,
"76913","邀您加入深圳市“应急第一响应人”，共同守护美好家园！","应急管理",
"76914","埃及火灾，至少41人死亡！今年，国内外有这些电器火灾",,
"76915","野外活动，这些安全知识需掌握！",,
"76916","违规充电瞬间爆燃……电动车火灾再敲警钟！",,
"76917","男子酒后开车遇上交警“猎虎”，细查之下：这事还没那么简单......",,
"76918","揪心！男童泳池内溺水，挣扎数分钟无人发现……",,
"76919","小型水库安全管理办法","应急管理",
"76920","问问小安 | 洗澡为何容易触电？","居家安全",
"76921","突发！反应釜事故，致2人死亡！高温天气如何预防危化品事故发生",,
"76922","2022年“安全演说家”等你来报名",,
"76925","中毒事故致3死，又是因为它！事故调查报告公布",,
"76928","应急科普 | 开渔啦！请落实渔业安全“六个100%”要求 ！","水上安全|安全生产",
"76929","曝光台 | 东莞曝光多家企业存在安全隐患 责令限期整改并处罚款",,
"76932","海南应急管理一周动态",,
"76934","违规充电瞬间爆燃……电动车火灾再敲警钟！",,
"76935","南山文明观｜“院士天团”，为南山文明代言",,
"76938","应急科普 | 图说：高温天气防御指南","应急管理|防灾减灾",
"76939","惊险！电动自行车突发爆燃，短短几秒烧成空壳","电动车电池安全|消防安全",
"76940","李克强主持召开经济大省政府主要负责人经济形势座谈会",,
"76942","【宝安应急】关注夏季用电安全！如果还有一次机会，TA们会选择……",,
"76944","广东应急播报",,
"76953","【宝安应急】触电事故易发高发，关注夏季用电安全！",,
"76954","【宝安应急】严防高坠！“蜘蛛人”作业要做好安全防护！",,
"76956","广东省应急管理厅公布安全生产违法行为“一案双罚”十大典型案例（四）",,
"76957","今天“一毛不拔” 明天就可能“一失万无”",,
"76960","【宝安应急】高坠死亡！2名负责人被追究刑事责任！",,
"76961","埃及一教堂发生火灾，至少41人死亡！初步调查显示…",,
"76962","注意！动火作业不能想“动”就“动”","工贸安全|高危行业",
"76963","危急！槽车侧翻泄漏！",,
"76966","急急急！“热死人”的热射病到底是什么？",,
"76969","亚美尼亚一处仓库爆炸，至少16人死亡",,
"76973","@动火作业相关责任人，你的安全职责都清楚吗？","高危行业|工贸安全",
"76974","【宝安应急】一堵墙救了6条命！自建房消防安全不容忽视！",,
"76977","事故警示|悲剧又现，5人身亡！",,
"76978","应急科普 | 开渔啦！请落实渔业安全“六个100%”要求 ！",,
"76979","应急战“疫”｜同舟共济迎曙光 省应急厅三亚三公里村志愿队抗“疫”纪实",,
"76982","惊险！电动自行车突发爆燃，短短几秒烧成空壳",,
"76983","@所有企业，动火有风险，这些事项要牢记","工贸安全|高危行业",
"76985","五分钟，带您了解动火安全作业证办理流程及管理","高危行业|工贸安全",
"76986","8月17日深圳无本土新增病例",,
"76987","打开有惊喜！企业专属的操作应用上线啦~",,
"76991","每日一安",,
"76993","森林防火“十不要”",,
"76995","仓储物流场所消防安全提示",,
"76997","老人烧纸引燃绿化带路人合力灭火","消防安全|公共安全",
"76998","7人死亡！自建房火灾如何防？","消防安全",
"76999","痛惜！一小区凌晨突发火灾，过火5平方米，1人不幸身亡",,
"77000","防晒喷雾变“喷火枪”，因为忽略这个细节，孩子被烧伤！","居家安全|消防安全",
"77001","应急科普 | 防溺水这节必修课一定要学","水上安全",
"77002","炎热夏季，勿忘防火！",,
"77005","一图读懂 | 7月份全国自然灾害和安全生产形势",,
"77006","广东应急播报",,
"77007","“网红打卡地”又出意外！看了这些你还敢去吗？",,
"77008","7人死亡！自建房火灾如何防？",,
"77009","安全员发现工人违章，当面纠正后继续违章，40分钟后发生事故，安全员被追责！",,
"77010","安全培训“走过场”，9万元罚单来了！",,
"77011","愿平安！重庆涪陵突发山火","消防安全|应急救援",
"77012","【宝安应急】敲警钟！躲过巡查违规充电，电动车瞬间爆燃！",,
"77014","广东省应急管理厅公布安全生产违法行为“一案双罚”十大典型案例（五）",,
"77017","安全培训“走过场”，9万元罚单来了！",,
"77018","广西一载17人大客车突然侧翻，乘客们一个小动作救了自己…",,
"77019","未如实记录安全生产教育和培训最高罚10万",,
"77021","【宝安应急】气瓶无防倾倒措施？罚！附最全气瓶隐患排查图解！",,
"77022","严禁！违章动火作业要不得","消防安全|安全生产|应急管理",
"77023","突发山火!火焰蔓延半边山坡......",,
"77024","【安全生产】习近平总书记关于安全生产的重要论述（四）",,
"77035","图说：汛期遇到地质灾害，如何避险自救？",,
"77036","【宝安应急】在建桥垮塌致1死2伤！建筑施工必须坚持安全第一！",,
"77039","应急战“疫”｜海南省应急管理厅第四批青年志愿者服务队奔赴三亚支援战“疫”",,
"77041","【宝安应急】16人死亡36人失联！青海大通发生山洪灾害！",,
"77043","学安全知识，争当“应急第一响应人”！1000元话费等你来抽","应急管理",
"77044","安全用电，防患于未然！","应急管理",
"77045","突发山洪！已造成16人死亡，36人失联","公共安全|防灾减灾",
"77052","广东应急播报",,
"77053","青海突发山洪，多人失联！遇上该如何应对？",,
"77055","每日一安",,
"77057","货车高速上横冲绿化带 撞飞商务车","交通安全",
"77058","和野生动物相遇的注意事项",,
"77060","消毒液安全使用指南",,
"77062","青海大通山洪已致16死36失联","水上安全|公共安全",
"77063","8月18日深圳在外地返深密接人员中发现1例无症状感染者！南山区通告！",,
"77067","应急科普丨一图让你了解“野游”的危险！",,
"77070","应急科普 | 持续高温，生活中这些火灾要重点防范","消防安全|电气安全",
"77071","突发山洪！16人死亡36人失联",,
"77072","损失270万！仓库刚租5天遭大火，创业小伙欲哭无泪",,
"77075","省三防办、省应急管理厅发出通知 要求严防中小河流洪水、山洪、城乡内涝和地质灾害","防灾减灾|应急管理",
"77076","雨天骑车一定要注意这几点，不开玩笑，速看！",,
"77077","光明街道应急管理办召开专职安全员廉政教育警示暨安全生产业务培训会议",,
"77079","应急科普 | 持续高温，生活中这些火灾要重点防范",,
"77080","想露营？有些事一定得知道，莫在违法的边缘试探……","公共安全",
"77081","【西乡出品】安全大家谈",,
"77082","这些新型毒品可能在你身边，可你却不知道",,
"77087","关注！重庆涪陵山火复燃","消防安全|应急救援",
"77089","【宝安应急】今起迎暴雨，下周冲高温！过山车天气来了！",,
"77090","直播预告丨今天15：00开课啦！安全用电，防患于未然！",,
"77092","注意！无证动火作业或将被拘留","安全生产|应急管理",
"77098","青海大通山洪灾害，已造成17人遇难、17人失联",,
"77099","最新进展！青海大通县山洪灾害原因及现场救援情况",,
"77100","李克强在广东考察：在改革开放上勇于探索 为稳经济促发展注入新动力","应急管理",
"77101","这支队伍，你可能只闻其名，未知其“身”！",,
"77102","《深安大家谈》| 安全用电，防患于未然！",,
"77103","应急先锋丨赵宇航：推动应急管理信息化建设，争做实干担当基层应急人",,
"77104","8月18日深圳在外地返深密接人员中发现1例无症状感染者！南山区通告！",,
"77105","突发山洪！已造成16人死亡，36人失联",,
"77106","4人死亡18人受伤！一次图方便酿成大错误，安全生产没有捷径可走",,
"77107","突发！1900升浓硫酸泄漏，部分流入排水道...危化品泄漏处理注意事项请牢记",,
"77108","【警惕】确诊50例，紧急暂停…深圳新增1例！这趟列车已发现12例阳性，速自查",,
"77109","【快讯】抓获10人，有人检出阳性！深圳查获3起偷渡案件！官方回应厦门给鱼做核酸",,
"77110","“共建共享 全民健康”——2022年深圳健康活动月",,
"77111","破坏性大，夏季易发生！请警惕这种自然灾害",,
"77112","【安全日历】山洪到来，来不及转移时，该如何自救？",,
"77113","应急先锋丨赵宇航：推动应急管理信息化建设，争做实干担当基层应急人","应急管理|坪山区",
"77114","损失270万！仓库刚租5天遭大火，创业小伙欲哭无泪",,
"77115","高坠死亡！2名负责人被追究刑事责任！",,
"77116","今起迎暴雨，下周冲高温！过山车天气来了！",,
"77121","应急战“疫”｜省应急厅选调生驻村战“疫”笔记①李凯娅：柔肩担重任 保供做先锋",,
"77123","事故警示|7人死亡！自建房火灾如何防？",,
"77124","深圳市光明区持续推进工贸重点领域“百日清零行动”工作",,
"77126","安全生产|上百条现场不规范作业隐患，你能找全吗？",,
"77127","光明街道开展安全生产、消防安全宣传教育“五进”之进企业活动",,
"77129","【宝安应急】超实用！这份野外活动安全指南请收好!",,
"77130","深圳市光明区持续推进工贸重点领域“百日清零行动”工作",,
"77132","1000元话费等你来抽！快看看这个活动怎么参加",,
"77135","学安全知识，争当“应急第一响应人”！1000元话费等你来抽",,
"77138","“一把手”被罚，5万元！",,
"77141","应急科普 | 持续高温，生活中这些火灾要重点防范",,
"77144","每日一安",,
"77146","新区安委办调研住房和建设局 安全生产基础工作",,
"77147","8级阵风+暴雨！这个周末“雨”你相伴！","应急管理|防灾减灾",
"77148","8月19日深圳在外省返深人员及密接者排查中发现2例无症状感染者！福田区、南山区通告！",,
"77149","市应急管理局举行“应急第一响应人”队伍成立和授旗仪式","应急管理",
"77156","重庆4起山火全扑灭！原因初步查明",,
"77159","警示 ！9起安全生产违法行为典型案例通报！",,
"77162","习近平新时代中国特色社会主义思想学习问答（25）",,
"77167","汽车自燃，这里不能贸然打开",,
"77170","第19期 | 守护供电安全","应急管理",
"77173","每日一安",,
"77175","“降温神器”还是“伤人利器”？",,
"77178","有限空间安全作业指南，请查收！",,
"77185","痛心！5人死亡！又是这个原因......",,
"77188","警惕！这个“隐形杀手”不容忽视！",,
"77191","高温天来了！小心家中电器“上火”！",,
"77194","每日一安",,
"77196","如果它在身边爆燃，短短几秒烧成空壳……",,
"77197","违规充电瞬间爆燃……电动车火灾再敲警钟！",,
"77200","广东应急播报",,
"77201","应急科普 | 图说：高温天气，如何防范安全生产“热”隐患？",,
"77202","【以案普法】8年前卖出的摩托车出了事故还要承担责任！为啥？",,
"77203","“有小孩要掉下来了！”听见呼救，他们徒手翻越3米防护网……",,
"77204","突发！两地发生山火",,
"77205","8月21日深圳在输入性病例隔离密接人员中发现6例，在闭环管理的重点人员例行检测中发现1例！南山区通告！",,
"77206","全场景智慧 全周期安全 | 智慧科技力量筑牢既有房屋安全防护墙",,
"77209","惊险！2名女童遭车辗轧",,
"77210","如果它在身边爆燃，短短几秒烧成空壳……","电动车电池安全|消防安全",
"77211","女子41度高温天玩漂流失温","水上安全|公共安全",
"77212","注意！失温不只会在冬天出现","水上安全|公共安全",
"77213","应急科普 | 图说：高温天气，如何防范安全生产“热”隐患？","安全生产|消防安全",
"77214","痛心！5人死亡！又是这个原因......","水上安全|防灾减灾",
"77215","【宝安应急】高温天气，请注意防范安全生产“热”隐患！",,
"77218","打火机锅中爆炸 服务员被溅满脸油","消防安全|公共安全",
"77220","应急主播讲安全丨第②集 汽车加油安全",,
"77221","8月21日深圳在输入性病例隔离密接人员中发现6例，在闭环管理的重点人员例行检测中发现1例！南山区通告",,
"77222","痛心！5人死亡！又是这个原因......",,
"77223","市应急管理局举行“应急第一响应人”队伍成立和授旗仪式",,
"77224","防晒喷雾变“喷火枪”，因为忽略这个细节，孩子被烧伤！",,
"77225","惊险！电动自行车突发爆燃，短短几秒烧成空壳",,
"77226","应急科普 | 图说：一张科普贴带你认识“泥石流”",,
"77227","应急科普 | 落实防台风“六个百分百”切实提高台风防御水平",,
"77228","一图读懂 | 7月份全国自然灾害和安全生产形势",,
"77229","应急科普 | 防溺水这节必修课一定要学",,
"77230","应急科普 | 迅速撤离，这才是高速公路上遇到问题的正确做法",,
"77231","【宝安三防】第9号台风即将生成！登陆前先吹一波“空调外机”......",,
"77233","紧急！电梯故障导致18人被困，有窒息风险…",,
"77234","《化学品生产单位特殊作业安全规范》（GB 30871—2022）","标准文件|特种作业",
"77235","消防实验：降温喷雾到底是“神器”还是“伤人利器”？",,
"77236","如果它在身边爆燃，短短几秒烧成空壳……",,
"77239","急急急！走灰不走白 见黑停下来",,
"77246","品牌汽车喷漆房失火，火光直冲天际",,
"77247","夏季高温，森林防火安全知识要记牢！",,
"77248","应急资讯|今年第9号台风生成！对深圳的影响……",,
"77249","【宝安应急】高温持续，这些森林防火知识要牢记！",,
"77250","应急科普|高温天来了！小心家中电器“上火”！",,
"77251","线上培训专题｜电动车充电篇",,
"77252","一家老小11口进溶洞避暑，9人被困，最小才3岁！","应急救援|防灾减灾",
"77254","【宝安应急】触电事故多发，作业需谨慎！",,
"77255","应急战“疫”｜省应急厅第五批、第六批青年志愿者服务队奔赴市县支援战“疫”",,
"77257","【宝安应急】高温持续，这些森林防火知识要牢记！",,
"77259","应急科普 | 迅速撤离，这才是高速公路上遇到问题的正确做法",,
"77260","《深圳应急时刻》| 快乐过暑假，安全不“放假”","应急管理|居家安全",
"77262","《深圳应急时刻》| 高处作业易存隐患，提前防范切勿“坠悔莫及”","工贸安全|安全生产",
"77263","应急科普 | 落实防台风“六个百分百”切实提高台风防御水平",,
"77264","应急科普 | 图说：一张科普贴带你认识“泥石流”",,
"77267","海南省三防办关于做好第9号台风“马鞍”防范工作的通知",,
"77278","山洪科普",,
"77280","遇到爆炸事故应该怎么做",,
"77282","惠州一施工人员高空坠落被困山坡，高处作业一定要注意这些！",,
"77284","今日处暑",,
"77286","高温天气，如何防范安全生产“热”隐患？",,
"77288","如何应对强降雨可能引发的次生灾害？",,
"77290","今年第9号台风生成！接下来的深圳天气...",,
"77291","男子开斗气车 致1死3伤获刑10年4个月","交通安全",
"77292","第9号台风“马鞍”生成！对深圳的影响是……","防灾减灾|应急管理",
"77293","8月22日深圳无本土新增病例！福田区、南山区通告！",,
"77295","应急科普 | 多地森林火险预警！关于森林防火，这些知识要掌握",,
"77298","海南应急管理一周动态",,
"77300","大货车冲过绿化带撞飞商务车，致3死3伤！","交通安全",
"77301","覃伟中对全市三防工作进行部署 以“时时放心不下”的责任感 抓好台风“马鞍”防御工作","应急管理",
"77302","展会动态 | 第二十四届高交会应急安全科技展招展启动会成功召开",,
"77303","应急力量 | 深圳市首支“应急第一响应人”队伍正式成立！",,
"77305","应急科普 | 多地森林火险预警！关于森林防火，这些知识要掌握","防灾减灾|消防安全",
"77306","市安委办组织召开安全生产专项整治 三年行动工作专班月度会","应急管理",
"77308","【宝安三防】台风“马鞍”将至，先防暑再防风！",,
"77309","全省三防工作电视电话会议召开 全力做好台风“马鞍”防御工作 切实守护好人民群众生命财产安全",,
"77323","习近平新时代中国特色社会主义思想学习问答（26）",,
"77326","学安全知识，争当“应急第一响应人”！1000元话费等你来抽",,
"77329","高温干旱，多地山火！这些一定要注意！",,
"77333","天气干燥，使用加湿器时要注意这些",,
"77336","全省三防工作电视电话会议召开 全力做好台风“马鞍”防御工作 切实守护好人民群众生命财产安全",,
"77337","覃伟中对全市三防工作进行部署 以“时时放心不下”的责任感 抓好台风“马鞍”防御工作",,
"77338","第37批！深圳市安全培训机构登记信息公开",,
"77339","应急科普 | 今年第9号台风将至！台风天气如何应对？",,
"77340","深圳台风白色预警已生效！8月台风进入活跃期，请收好这份应急避难指南",,
"77341","广东发布重大天气情况通告！我市台风白色预警已生效！",,
"77342","处暑到，秋意浓，安全意识不放松",,
"77343","应急科普 | 今年第9号台风已生成！台风天气如何应对？",,
"77344","应急攻略|处暑到，秋意浓！“秋老虎”不可小觑",,
"77345","【安全生产】习近平总书记关于安全生产的重要论述（五）",,
"77347","【宝安应急】6人溺亡！暑假即将结束，安全莫放松！",,
"77403","广东应急播报",,
"77404","如何应对强降雨可能引发的次生灾害？",,
"77405","处暑到，秋意浓，安全意识不放松",,
"77406","台风“马鞍”来临，25-26日将迎暴雨！",,
"77411","10楼起火，一对老夫妻爬到9楼阳台自救",,
"77412","第9号台风“马鞍”直奔广东，深圳未来几天的天气……",,
"77414","有限空间作业事故致3死！",,
"77415","每日一安",,
"77417","应该如何应对台风天气？",,
"77419","应急科普 | 一时方便，十日拘留！电动车违规充电行为要不得！",,
"77420","工贸企业度汛安全提示",,
"77422","省三防办、省应急管理厅将防风Ⅳ级应急响应提升为防风Ⅲ级应急响应",,
"77423","国务院国资委关注！城安院创新驱动改革服务城市安全发展",,
"77425","安徽一罐车侧翻压扁轿车致2死","交通安全",
"77426","2人死亡！深圳近期发生2起触电事故！原因都是……",,
"77427","暴雨大风！台风马鞍预计明日登陆广东",,
"77428","深圳台风蓝色预警生效中！25-26日有暴雨局部大暴雨！",,
"77429","应急科普丨台风知多少？这份应急避险指南请收好！",,
"77432","8月23日深圳在隔离密接人员中发现4例，在闭环管理的重点人员中发现2例，在社区筛查中发现2例！南山区、盐田区通告！","防灾减灾|应急管理",
"77434","深圳台风蓝色预警生效中！25-26日有暴雨局部大暴雨！","防灾减灾",
"77445","【宝安三防】台风即将登录！风雨到访，这份防御提示请收好",,
"77448","应急科普 | 一时方便，十日拘留！电动车违规充电行为要不得！","电动车电池安全|消防安全",
"77449","省三防办、省应急管理厅将防风Ⅳ级应急响应提升为防风Ⅲ级应急响应","应急管理",
"77467","深圳台风蓝色预警生效中！25-26日有暴雨局部大暴雨！",,
"77470","应急科普 | 一时方便，十日拘留！电动车违规充电行为要不得！",,
"77473","防汛抗旱关键期 牢记总书记这些指示要求！",,
"77476","全市防台风Ⅲ级应急响应启动！深圳市三防办重要提醒！",,
"77477","全市防台风Ⅲ级应急响应启动！深圳市三防办重要提醒！",,
"77480","全市防台风Ⅲ级应急响应启动！深圳市三防办重要提醒！","应急管理",
"77488","深圳台风蓝色预警升级为黄色！请收好罗湖区应急避难场所名单→",,
"77489","全市防台风Ⅲ级应急响应启动！深圳市三防办重要提醒！",,
"77490","《深圳经济特区安全生产监督管理条例》第一章",,
"77491","【宝安三防】深圳台风黄色预警生效中！请注意防风防雨！",,
"77493","台风预警升级为黄色，盐田区室内应急避难场所已开放！未来几天天气.....",,
"77494","问问小安 | 燃气灶打不着，可以用打火机助燃吗？",,
"77495","【宝安三防】台风即将登陆！黄色预警生效中，注意防御！",,
"77496","应急科普|急急急！台风天不是“冒险天” 这些千万要注意",,
"77497","事故警示|方便 一时，拘留十日！",,
"77498","台风预警升级为黄色！风雨来袭，注意安全",,
"77500","海南省防总2022年8月24日8时30分启动防汛防风Ⅳ级应急响应",,
"77502","应急战“疫”｜疫情要防住 生产要安全——省安委办（省应急厅）督导检查危险化学品、矿山企业",,
"77504","全市防台风Ⅲ级应急响应启动！深圳市三防办重要提醒！",,
"77506","​今年第9号台风将至！台风天气如何应对？",,
"77508","深圳台风黄色预警信号生效中！台风来了，该如何避险？",,
"77509","@危化品企业，台风雷雨天，这些安全注意事项别忘了！",,
"77510","【宝安应急】举报毒品违法犯罪，有奖！",,
"77511","安全教育｜校园如何有效防踩踏","校园安全",
"77512","海南省防总关于深入贯彻落实习近平总书记重要指示精神 进一步做好第9号台风“马鞍”防御工作的通知",,
"77514","问问小安 | 燃气灶打不着，可以用打火机助燃吗？",,
"77525","严阵以待！龙岗进入台风防御状态！辖区室内应急避难场所地址 →",,
"77528","全市台风黄色预警生效中！今日夜间风雨加大！","防灾减灾|应急管理",
"77534","狂风暴雨携手来袭，汛期极端天气之下你需要注意这些！",,
"77536","每日一安",,
"77538","危险化学品企业度汛安全提示",,
"77540","非煤矿山度汛安全提示",,
"77542","8月24日深圳在隔离密接人员中发现2例，在重点人员中发现2例，在社区筛查中发现2例！福田区、南山区、宝安区、龙华区通告！","应急管理",
"77543","灾害防御知多D | 风起长浪台风降，应急科普把身防！",,
"77547","工人用火机测试珍珠棉不料引发大火","消防安全",
"77548","浴室触电事故频发，这些安全知识您一定要知道",,
"77551","男子钓鱼反被鱼拉下水 大喊救命","水上安全|公共安全",
"77552","全省防御台风“马鞍”会商部署会召开 连续作战 攻坚克难 统筹做好疫情防控和三防工作",,
"77553","应急科普 | 图说：“马鞍”即将登陆，台风来了怎么办？","防灾减灾",
"77554","深圳市委常委会召开会议部署三防、疫情防控和经济运行工作","应急管理",
"77555","深圳市“应急第一响应人”导师手册（试行）","应急管理",
"77556","应急科普 | 视频：台风暴雨来临如何应对？","防灾减灾",
"77557","深圳市“应急第一响应人”学员培训手册（试行）","应急管理",
"77560","【宝安三防】台风“马鞍”即将登陆！提醒企业继续做好防御！",,
"77561","特殊作业安全规范GB 30871-2022不适用于工贸行业",,
"77562","台风防御 | 全省各地各部门坚决按照防台风“六个百分百”要求 扎实做好当前防台风各项工作",,
"77564","【宝安应急】福永街道开展“三小”场所违规住人、消防通道堵塞、燃气安全集中整治行动",,
"77567","应急科普 | 图说：“马鞍”即将登陆，台风来了怎么办？",,
"77568","一堵墙，救了6条命！",,
"77569","塔吊倾覆致2死，“凶手”竟是安装工人！",,
"77570","大暴雨来袭，行车要注意这些问题！",,
"77571","最新！应急管理部关于有限空间的各项问题答复汇总",,
"77572","【宝安应急】小粉尘大隐患，“粉六条”请牢记！",,
"77573","应急科普 | 如何应对台风“马鞍”带来的强对流天气？ 这份防御指南不可缺",,
"77575","强化风险防御 筑牢安全防线 ——罗湖区应急管理局开展地面坍塌防治专题培训",,
"77578","应急科普 | 图说：“马鞍”即将登陆，台风来了怎么办？",,
"77579","《深圳经济特区安全生产监督管理条例》第二章",,
"77580","应急主播讲安全丨第③集 台风天气安全",,
"77581","爱卫生，重预防，传染病来不破防！","校园安全",
"77582","台风“马鞍”登陆！全市防台风应急响应降为Ⅳ级！","应急管理|防灾减灾",
"77594","深圳市《锂离子电池存储使用安全规范》地方标准工作组讨论会（第二次）顺利召开",,
"77595","协会陪同应急管理部调研组赴格瑞普，开展《锂离子电池生产企业安全规范》工作专项调研",,
"77599","应急资讯|一堵墙，救了6条命！",,
"77600","“学习强安”APP 《建筑施工领域专题》操作指引",,
"77601","资讯|台风已登陆！深圳暴雨黄色预警持续中...",,
"77602","面对汛期安全隐患，企业该如何应对？",,
"77603","凌晨突发火灾，自建房的一堵墙，救了6条命！",,
"77604","野外露营畅享星辰美景？别急，这几点不注意，可能带来危险","应急管理",
"77605","【宝安应急】防汛抗旱关键期，牢记总书记这些指示要求！",,
"77607","台风“马鞍”登陆！全市防台风应急响应降为Ⅳ级！",,
"77610","习近平新时代中国特色社会主义思想学习问答（27）",,
"77613","开学安全知多少","应急管理|校园安全",
"77614","第19期 | 守护供电安全",,
"77615","第18期 | 走近应急第一响应人",,
"77617","第17期 | 特种作业安全和焊接火灾防范",,
"77618","第17期 | 特种作业安全和焊接火灾防范",,
"77619","海南省防总2022年8月25日17时30分将防汛防风Ⅲ级应急响应降为Ⅳ级应急响应",,
"77620","狠抓安全监管信息系统使用  全面落实企业主体责任",,
"77621","防汛防台风应急响应结束！这些危险仍要注意！","防灾减灾",
"77625","解答 | 深圳市“应急第一响应人”培训相关问题","应急管理",
"77626","《深圳应急时刻》| 粉尘爆炸危害大，安全生产更为重要","安全生产",
"77628","一阅知安 | 第六集：不要贴贴","公共安全",
"77631","一阅知安 视频版 | 第六集：不要贴贴","安全生产",
"77633","警惕！这些触电事故的发生，原因都是……",,
"77635","每日一安",,
"77637","一图了解“野游”的危险",,
"77639","山洪、泥石流并不遥远",,
"77641","广东应急播报",,
"77642","看似不起眼的井有多危险","公共安全",
"77643","心至廉 路致远 | 城安院举办2022年度新入职干部廉洁培训暨廉洁宣誓活动",,
"77644","创新公益 | “安心E点”，安心不止一点点",,
"77645","8月25日深圳在隔离密接人员中发现4例，在重点人员和主动就诊中发现3例，在社区筛查中发现1例！福田区、南山区、龙岗区通告！","应急管理",
"77647","应急科普 | 台风过后这些注意事项你了解吗？","防灾减灾",
"77648","李克强主持召开国务院常务会议","应急管理",
"77649","国务院安委会部署加强电动自行车全链条安全监管","应急管理",
"77650","两地突发地震！多地有震感！这份自救攻略请收好",,
"77651","一个侧翻，一个侧滑，结局竟大不相同",,
"77652","国务院安委会部署加强电动自行车全链条安全监管",,
"77653","市民举报非法改装电动自行车，获奖万元",,
"77654","快开学了，家长学生们请注意！这件事再强调、赶紧做！",,
"77655","台风过后要谨防哪些次生灾害？速看！",,
"77656","北京市民举报非法改装电动自行车，获奖万元",,
"77657","安全员违章丢了命！检修作业3人中毒死亡，事前疏忽酿悲剧！",,
"77658","又是闪爆！持续高温，静电引发60吨物料着火，应急管理部危化监管紧急提示",,
"77659","2人触电、2人灼伤！现场火光冲天，生死就在一瞬间",,
"77660","8月25日深圳在隔离密接人员中发现4例在重点人员和主动就诊中发现3例在社区筛查中发现1例！",,
"77661","李克强主持召开国务院常务会议",,
"77662","防汛防台风应急响应结束！这些危险仍要注意！",,
"77663","盘点 | 没想到露营暗藏这么多风险，安全攻略请查收！",,
"77664","又有26人遇难5人失联……今年，最少75人因山洪遇难或失联！",,
"77665","一个侧翻，一个侧滑，结局竟大不相同",,
"77666","当心中毒！不要乱采野生蘑菇","应急管理",
"77667","两地突发地震，多地有震感…这份自救攻略请收好！",,
"77668","【宝安应急】惨烈，当场死亡！盘点致命的叉车事故！",,
"77669","直播预告丨今天15：00开课啦！解读《深圳经济特区安全生产监督管理条例》",,
"77674","【宝安三防】台风过后别松懈，警惕地质灾害有滞后性！",,
"77677","学安全知识，争当“应急第一响应人”！1000元话费等你来抽",,
"77678","高温天气，危化品运输，你一定要注意！",,
"77679","【宝安应急】邀您收看！解读《深圳经济特区安全生产监督管理条例》",,
"77682","4起事故通报！",,
"77685","《深圳经济特区安全生产监督管理条例》第三章",,
"77686","《深安大家谈》| 解读《深圳经济特区安全生产监督管理条例》","应急管理",
"77688","应急科普 | 动图：电动车安全使用指南",,
"77698","安全科普：山区游玩如何防范森林火灾",,
"77699","【安全日历】遇到森林火灾，如何预判高危火环境？",,
"77700","【宝安应急】汲取教训，全力出击！福海应急管理办（安监）开展安全生产大排查大整治行动。",,
"77701","安全生产|小空间、大风险！有限空间作业致2死1伤！",,
"77702","学安全知识，争当“应急第一响应人”！1000元话费等你来抽",,
"77703","工业园区安全生产专项整治重点",,
"77704","台风过后别松懈，警惕地质灾害有滞后性！",,
"77705","快开学了，家长学生们请注意！这件事再强调、赶紧做！",,
"77706","@动火作业相关责任人，你的安全职责都清楚吗？",,
"77707","【8.30】开学准备好了吗？千万别忘了它","校园安全",
"77710","每日一安",,
"77715","突遇森林火灾，如何逃生自救？",,
"77718","大雨后遍地爬的大蜗牛，为何碰不得？",,
"77723","严处！150余米“火车”开上马路……",,
"77727","注意！安全出口没这些或者不明显小心被罚",,
"77730","每日一安",,
"77735","江苏南京一小区楼道电动自行车突发火灾 造成3人死亡，最小的只有11岁！小区道路狭窄，消防车无法深入",,
"77736","电动自行车火灾警示，充电过程中发生爆燃，你还敢飞线充电，楼内充电吗？",,
"77738","应急科普 | 一周两起悲剧！避免雷击伤，这些事项要注意",,
"77741","曝光：督查组在山西、陕西危险化学品重大危险源企业发现这些问题隐患",,
"77744","国务院安委会发文！明确电动车全链条安全监管部门分工",,
"77747","学会这几招，再也不怕“鬼探头”",,
"77750","损失270万！两小伙创业遇仓库起火……这些仓储知识千万别忽视！",,
"77752","每日一安",,
"77754","安全生产专家指导服务进行时 | 为佛山企业安全生产“把脉问诊”，专家发现了这些问题",,
"77755","高温天如何防火-生活篇",,
"77757","物流仓储消防安全知识",,
"77761","应急科普丨开学在即，这份安全提示请收好！","应急管理|校园安全",
"77762","开学了，交通安全知识看这里！","校园安全|交通安全",
"77763","全场景智慧 全周期安全 | 创新“智慧+”建设工程监管 守好安全生产防线",,
